,Cycle,Office,Abbreviation,Rating,PluralityParty,RepVotesMajorPercent,DemVotesMajorPercent,ThirdVotesTotalPercent,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdStatus,OtherVotes,PluralityVotes,ElectoralVotes,Dateline,State,RaceNotes,Raw,Incumbent.Party
245,2004,President,MO,Likely R,R,53.62,46.38,0,"1,455,713","Bush, George W.",Incumbent,"1,259,171","Kerry, John F.",Challenger,N/A,N/A,N/A,"16,480","196,542",11,10-29-2004,Missouri,,,
246,2004,President,MT,Solid R,R,60.5,39.5,0,"266,063","Bush, George W.",Incumbent,"173,710","Kerry, John F.",Challenger,N/A,N/A,N/A,"10,672","92,353",3,10-29-2004,Montana,,,
247,2004,President,NE,Solid R,R,66.85,33.15,0,"512,814","Bush, George W.",Incumbent,"254,328","Kerry, John F.",Challenger,N/A,N/A,N/A,"11,044","258,486",5,10-29-2004,Nebraska,,,
248,2004,President,NV,Toss Up,R,51.32,48.68,0,"418,690","Bush, George W.",Incumbent,"397,190","Kerry, John F.",Challenger,N/A,N/A,N/A,"13,707","21,500",5,10-29-2004,Nevada,,,
249,2004,President,NH,Toss Up,D,49.31,50.69,0,"331,237","Bush, George W.",Incumbent,"340,511","Kerry, John F.",Challenger,N/A,N/A,N/A,"5,990","9,274",4,10-29-2004,New Hampshire,,,
250,2004,President,NJ,Likely D,D,46.63,53.37,0,"1,670,003","Bush, George W.",Incumbent,"1,911,430","Kerry, John F.",Challenger,N/A,N/A,N/A,"30,258","241,427",15,10-29-2004,New Jersey,,,
251,2004,President,NM,Toss Up,R,50.4,49.6,0,"376,930","Bush, George W.",Incumbent,"370,942","Kerry, John F.",Challenger,N/A,N/A,N/A,"8,432","5,988",5,10-29-2004,New Mexico,,,
252,2004,President,NY,Solid D,D,40.71,59.29,0,"2,962,567","Bush, George W.",Incumbent,"4,314,280","Kerry, John F.",Challenger,N/A,N/A,N/A,"114,189","1,351,713",31,10-29-2004,New York,,,
253,2004,President,NC,Lean R,R,56.24,43.76,0,"1,961,166","Bush, George W.",Incumbent,"1,525,849","Kerry, John F.",Challenger,N/A,N/A,N/A,"13,992","435,317",15,10-29-2004,North Carolina,,,
254,2004,President,ND,Solid R,R,63.91,36.09,0,"196,651","Bush, George W.",Incumbent,"111,052","Kerry, John F.",Challenger,N/A,N/A,N/A,"5,130","85,599",3,10-29-2004,North Dakota,,,
255,2004,President,OH,Toss Up,R,51.06,48.94,0,"2,859,768","Bush, George W.",Incumbent,"2,741,167","Kerry, John F.",Challenger,N/A,N/A,N/A,"26,973","118,601",20,10-29-2004,Ohio,,,
256,2004,President,OK,Solid R,R,65.57,34.43,0,"959,792","Bush, George W.",Incumbent,"503,966","Kerry, John F.",Challenger,N/A,N/A,N/A,N/A,"455,826",7,10-29-2004,Oklahoma,,,
257,2004,President,OR,Lean D,D,47.89,52.11,0,"866,831","Bush, George W.",Incumbent,"943,163","Kerry, John F.",Challenger,N/A,N/A,N/A,"26,788","76,332",7,10-29-2004,Oregon,,,
258,2004,President,PA,Toss Up,D,48.74,51.26,0,"2,793,847","Bush, George W.",Incumbent,"2,938,095","Kerry, John F.",Challenger,N/A,N/A,N/A,"37,648","144,248",21,10-29-2004,Pennsylvania,,,
259,2004,President,RI,Solid D,D,39.42,60.58,0,"169,046","Bush, George W.",Incumbent,"259,760","Kerry, John F.",Challenger,N/A,N/A,N/A,"8,328","90,714",4,10-29-2004,Rhode Island,,,
260,2004,President,SC,Solid R,R,58.64,41.36,0,"937,974","Bush, George W.",Incumbent,"661,699","Kerry, John F.",Challenger,N/A,N/A,N/A,"18,057","276,275",8,10-29-2004,South Carolina,,,
261,2004,President,SD,Solid R,R,60.91,39.09,0,"232,584","Bush, George W.",Incumbent,"149,244","Kerry, John F.",Challenger,N/A,N/A,N/A,"6,387","83,340",3,10-29-2004,South Dakota,,,
262,2004,President,TN,Solid R,R,57.19,42.81,0,"1,384,375","Bush, George W.",Incumbent,"1,036,477","Kerry, John F.",Challenger,N/A,N/A,N/A,"16,467","347,898",11,10-29-2004,Tennessee,,,
263,2004,President,TX,Solid R,R,61.51,38.49,0,"4,526,917","Bush, George W.",Incumbent,"2,832,704","Kerry, John F.",Challenger,N/A,N/A,N/A,"51,144","1,694,213",34,10-29-2004,Texas,,,
264,2004,President,UT,Solid R,R,73.35,26.65,0,"663,742","Bush, George W.",Incumbent,"241,199","Kerry, John F.",Challenger,N/A,N/A,N/A,"22,903","422,543",5,10-29-2004,Utah,,,
265,2004,President,VT,Solid D,D,39.7,60.3,0,"121,180","Bush, George W.",Incumbent,"184,067","Kerry, John F.",Challenger,N/A,N/A,N/A,"7,062","62,887",3,10-29-2004,Vermont,,,
266,2004,President,VA,Likely R,R,54.13,45.87,0,"1,716,959","Bush, George W.",Incumbent,"1,454,742","Kerry, John F.",Challenger,N/A,N/A,N/A,"26,666","262,217",13,10-29-2004,Virginia,,,
267,2004,President,WA,Likely D,D,46.35,53.65,0,"1,304,894","Bush, George W.",Incumbent,"1,510,201","Kerry, John F.",Challenger,N/A,N/A,N/A,"43,989","205,307",11,10-29-2004,Washington,,,
268,2004,President,WV,Lean R,R,56.48,43.52,0,"423,778","Bush, George W.",Incumbent,"326,541","Kerry, John F.",Challenger,N/A,N/A,N/A,"5,568","97,237",5,10-29-2004,West Virginia,,,
269,2004,President,WI,Toss Up,D,49.81,50.19,0,"1,478,120","Bush, George W.",Incumbent,"1,489,504","Kerry, John F.",Challenger,N/A,N/A,N/A,"29,383","11,384",10,10-29-2004,Wisconsin,,,
270,2004,President,WY,Solid R,R,70.31,29.69,0,"167,629","Bush, George W.",Incumbent,"70,776","Kerry, John F.",Challenger,N/A,N/A,N/A,"5,023","96,853",3,10-29-2004,Wyoming,,,
271,2000,President,AL,Likely R,R,57.61,42.39,1.1,"941,173","Bush, George W.",Challenger,"692,611","Gore, Albert Jr.",Challenger,Green,"18,323",Challenger,"14,165","248,562",9,11-07-2000,Alabama,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
272,2000,President,AK,Solid R,R,67.94,32.06,10.07,"167,398","Bush, George W.",Challenger,"79,004","Gore, Albert Jr.",Challenger,Green,"28,747",Challenger,"10,411","88,394",3,11-07-2000,Alaska,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
273,2000,President,AZ,Lean R,R,53.28,46.72,2.98,"781,652","Bush, George W.",Challenger,"685,341","Gore, Albert Jr.",Challenger,Green,"45,645",Challenger,"19,378","96,311",8,11-07-2000,Arizona,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
274,2000,President,AR,Lean R,R,52.8,47.2,1.46,"472,940","Bush, George W.",Challenger,"422,768","Gore, Albert Jr.",Challenger,Green,"13,421",Challenger,"12,652","50,172",6,11-07-2000,Arkansas,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
275,2000,President,CA,Lean D,D,43.8,56.2,3.82,"4,567,429","Bush, George W.",Challenger,"5,861,203","Gore, Albert Jr.",Challenger,Green,"418,707",Challenger,"118,517","1,293,774",54,11-07-2000,California,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
276,2000,President,CO,Likely R,R,54.49,45.51,5.25,"883,748","Bush, George W.",Challenger,"738,227","Gore, Albert Jr.",Challenger,Green,"91,434",Challenger,"27,959","145,521",8,11-07-2000,Colorado,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
277,2000,President,CT,Solid D,D,40.74,59.26,4.42,"561,094","Bush, George W.",Challenger,"816,015","Gore, Albert Jr.",Challenger,Green,"64,452",Challenger,"17,964","254,921",8,11-07-2000,Connecticut,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
278,2000,President,DE,Lean D,D,43.26,56.74,2.54,"137,288","Bush, George W.",Challenger,"180,068","Gore, Albert Jr.",Challenger,Green,"8,307",Challenger,"1,959","42,780",3,11-07-2000,Delaware,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
279,2000,President,DC,Solid D,D,9.51,90.49,5.24,"18,073","Bush, George W.",Challenger,"171,923","Gore, Albert Jr.",Challenger,Green,"10,576",Challenger,"1,322","153,850",3,11-07-2000,District of Columbia,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
280,2000,President,FL,Toss Up,R,50,50,1.63,"2,912,790","Bush, George W.",Challenger,"2,912,253","Gore, Albert Jr.",Challenger,Green,"97,488",Challenger,"40,579",537,25,11-07-2000,Florida,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
281,2000,President,GA,Likely R,R,55.98,44.02,0.51,"1,419,720","Bush, George W.",Challenger,"1,116,230","Gore, Albert Jr.",Challenger,Green,"13,273",Challenger,"47,422","303,490",13,11-07-2000,Georgia,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
282,2000,President,HI,Solid D,D,40.17,59.83,5.88,"137,845","Bush, George W.",Challenger,"205,286","Gore, Albert Jr.",Challenger,Green,"21,623",Challenger,"3,197","67,441",4,11-07-2000,Hawaii,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
283,2000,President,ID,Solid R,R,70.85,29.15,2.45,"336,937","Bush, George W.",Challenger,"138,637","Gore, Albert Jr.",Challenger,Green,"12,292",Challenger,"13,755","198,300",4,11-07-2000,Idaho,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
284,2000,President,IL,Lean D,D,43.82,56.18,2.19,"2,019,421","Bush, George W.",Challenger,"2,589,026","Gore, Albert Jr.",Challenger,Green,"103,759",Challenger,"29,917","569,605",22,11-07-2000,Illinois,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
285,2000,President,IN,Solid R,R,58,42,0.84,"1,245,836","Bush, George W.",Challenger,"901,980","Gore, Albert Jr.",Challenger,Green,"18,506",Challenger,"32,983","343,856",12,11-07-2000,Indiana,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
286,2000,President,IA,Toss Up,D,49.84,50.16,2.23,"634,373","Bush, George W.",Challenger,"638,517","Gore, Albert Jr.",Challenger,Green,"29,374",Challenger,"13,299","4,144",7,11-07-2000,Iowa,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
287,2000,President,KS,Solid R,R,60.92,39.08,3.37,"622,332","Bush, George W.",Challenger,"399,276","Gore, Albert Jr.",Challenger,Green,"36,086",Challenger,"14,524","223,056",6,11-07-2000,Kansas,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
288,2000,President,KY,Likely R,R,57.73,42.27,1.5,"872,492","Bush, George W.",Challenger,"638,898","Gore, Albert Jr.",Challenger,Green,"23,192",Challenger,"9,605","233,594",8,11-07-2000,Kentucky,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
289,2000,President,LA,Lean R,R,53.94,46.06,1.16,"927,871","Bush, George W.",Challenger,"792,344","Gore, Albert Jr.",Challenger,Green,"20,473",Challenger,"24,968","135,527",9,11-07-2000,Louisiana,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
290,2000,President,ME,Toss Up,D,47.25,52.75,5.7,"286,616","Bush, George W.",Challenger,"319,951","Gore, Albert Jr.",Challenger,Green,"37,127",Challenger,"8,123","33,335",4,11-07-2000,Maine,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
291,2000,President,MD,Solid D,D,41.64,58.36,2.66,"813,797","Bush, George W.",Challenger,"1,140,782","Gore, Albert Jr.",Challenger,Green,"53,768",Challenger,"12,133","326,985",10,11-07-2000,Maryland,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
292,2000,President,MA,Solid D,D,35.21,64.79,6.42,"878,502","Bush, George W.",Challenger,"1,616,487","Gore, Albert Jr.",Challenger,Green,"173,564",Challenger,"34,431","737,985",12,11-07-2000,Massachusetts,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
293,2000,President,MI,Toss Up,D,47.37,52.63,1.99,"1,953,139","Bush, George W.",Challenger,"2,170,418","Gore, Albert Jr.",Challenger,Green,"84,165",Challenger,"24,989","217,279",18,11-07-2000,Michigan,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
294,2000,President,MN,Toss Up,D,48.71,51.29,5.2,"1,109,659","Bush, George W.",Challenger,"1,168,266","Gore, Albert Jr.",Challenger,Green,"126,696",Challenger,"34,064","58,607",10,11-07-2000,Minnesota,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
295,2000,President,MS,Solid R,R,58.61,41.39,0.82,"572,844","Bush, George W.",Challenger,"404,614","Gore, Albert Jr.",Challenger,Green,"8,122",Challenger,"8,604","168,230",7,11-07-2000,Mississippi,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
296,2000,President,MO,Toss Up,R,51.71,48.29,1.63,"1,189,924","Bush, George W.",Challenger,"1,111,138","Gore, Albert Jr.",Challenger,Green,"38,515",Challenger,"20,315","78,786",11,11-07-2000,Missouri,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
297,2000,President,MT,Solid R,R,63.66,36.34,5.95,"240,178","Bush, George W.",Challenger,"137,126","Gore, Albert Jr.",Challenger,Green,"24,437",Challenger,"9,256","103,052",3,11-07-2000,Montana,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
298,2000,President,NE,Solid R,R,65.18,34.82,3.52,"433,862","Bush, George W.",Challenger,"231,780","Gore, Albert Jr.",Challenger,Green,"24,540",Challenger,"6,837","202,082",5,11-07-2000,Nebraska,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
299,2000,President,NV,Lean R,R,51.86,48.14,2.46,"301,575","Bush, George W.",Challenger,"279,978","Gore, Albert Jr.",Challenger,Green,"15,008",Challenger,"12,409","21,597",4,11-07-2000,Nevada,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
300,2000,President,NH,Toss Up,R,50.67,49.33,3.9,"273,559","Bush, George W.",Challenger,"266,348","Gore, Albert Jr.",Challenger,Green,"22,198",Challenger,"6,976","7,211",4,11-07-2000,New Hampshire,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
301,2000,President,NJ,Likely D,D,41.79,58.21,2.97,"1,284,173","Bush, George W.",Challenger,"1,788,850","Gore, Albert Jr.",Challenger,Green,"94,554",Challenger,"19,649","504,677",15,11-07-2000,New Jersey,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
302,2000,President,NM,Toss Up,D,49.97,50.03,3.55,"286,417","Bush, George W.",Challenger,"286,783","Gore, Albert Jr.",Challenger,Green,"21,251",Challenger,"4,154",366,5,11-07-2000,New Mexico,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
303,2000,President,NY,Solid D,D,36.91,63.09,3.58,"2,403,374","Bush, George W.",Challenger,"4,107,697","Gore, Albert Jr.",Challenger,Green,"244,030",Challenger,"66,898","1,704,323",33,11-07-2000,New York,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
304,2000,President,NC,Likely R,R,56.46,43.54,0,"1,631,163","Bush, George W.",Challenger,"1,257,692","Gore, Albert Jr.",Challenger,Green,N/A,Challenger,"22,407","373,471",14,11-07-2000,North Carolina,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
305,2000,President,ND,Solid R,R,64.73,35.27,3.29,"174,852","Bush, George W.",Challenger,"95,284","Gore, Albert Jr.",Challenger,Green,"9,486",Challenger,"8,634","79,568",3,11-07-2000,North Dakota,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
306,2000,President,OH,Likely R,R,51.84,48.16,2.51,"2,350,363","Bush, George W.",Challenger,"2,183,628","Gore, Albert Jr.",Challenger,Green,"117,799",Challenger,"50,208","166,735",21,11-07-2000,Ohio,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
307,2000,President,OK,Solid R,R,61.08,38.92,0,"744,337","Bush, George W.",Challenger,"474,276","Gore, Albert Jr.",Challenger,Green,N/A,Challenger,"15,616","270,061",8,11-07-2000,Oklahoma,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
308,2000,President,OR,Toss Up,D,49.76,50.24,5.04,"713,577","Bush, George W.",Challenger,"720,342","Gore, Albert Jr.",Challenger,Green,"77,357",Challenger,"22,692","6,765",7,11-07-2000,Oregon,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
309,2000,President,PA,Toss Up,D,47.85,52.15,2.1,"2,281,127","Bush, George W.",Challenger,"2,485,967","Gore, Albert Jr.",Challenger,Green,"103,392",Challenger,"42,633","204,840",23,11-07-2000,Pennsylvania,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
310,2000,President,RI,Solid D,D,34.35,65.65,6.12,"130,555","Bush, George W.",Challenger,"249,508","Gore, Albert Jr.",Challenger,Green,"25,052",Challenger,"3,932","118,953",4,11-07-2000,Rhode Island,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
311,2000,President,SC,Solid R,R,58.15,41.85,1.46,"785,937","Bush, George W.",Challenger,"565,561","Gore, Albert Jr.",Challenger,Green,"20,200",Challenger,"11,019","220,376",8,11-07-2000,South Carolina,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
312,2000,President,SD,Solid R,R,61.61,38.39,0,"190,700","Bush, George W.",Challenger,"118,804","Gore, Albert Jr.",Challenger,Green,N/A,Challenger,"6,765","71,896",3,11-07-2000,South Dakota,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
313,2000,President,TN,Toss Up,R,51.96,48.04,0.95,"1,061,949","Bush, George W.",Challenger,"981,720","Gore, Albert Jr.",Challenger,Green,"19,781",Challenger,"12,731","80,229",11,11-07-2000,Tennessee,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
314,2000,President,TX,Solid R,R,60.96,39.04,2.15,"3,799,639","Bush, George W.",Challenger,"2,433,746","Gore, Albert Jr.",Challenger,Green,"137,994",Challenger,"36,258","1,365,893",32,11-07-2000,Texas,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
315,2000,President,UT,Solid R,R,71.73,28.27,4.65,"515,096","Bush, George W.",Challenger,"203,053","Gore, Albert Jr.",Challenger,Green,"35,850",Challenger,"16,755","312,043",5,11-07-2000,Utah,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
316,2000,President,VT,Solid D,D,44.56,55.44,6.92,"119,775","Bush, George W.",Challenger,"149,022","Gore, Albert Jr.",Challenger,Green,"20,374",Challenger,"5,137","29,247",3,11-07-2000,Vermont,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
317,2000,President,VA,Lean R,R,54.15,45.85,2.17,"1,437,490","Bush, George W.",Challenger,"1,217,290","Gore, Albert Jr.",Challenger,Green,"59,398",Challenger,"25,269","220,200",13,11-07-2000,Virginia,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
318,2000,President,WA,Lean D,D,47.06,52.94,4.14,"1,108,864","Bush, George W.",Challenger,"1,247,652","Gore, Albert Jr.",Challenger,Green,"103,002",Challenger,"27,915","138,788",11,11-07-2000,Washington,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
319,2000,President,WV,Toss Up,R,53.24,46.76,1.65,"336,475","Bush, George W.",Challenger,"295,497","Gore, Albert Jr.",Challenger,Green,"10,680",Challenger,"5,472","40,978",5,11-07-2000,West Virginia,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
320,2000,President,WI,Toss Up,D,49.88,50.12,3.62,"1,237,279","Bush, George W.",Challenger,"1,242,987","Gore, Albert Jr.",Challenger,Green,"94,070",Challenger,"24,271","5,708",11,11-07-2000,Wisconsin,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
321,2000,President,WY,Solid R,R,70.98,29.02,2.12,"147,947","Bush, George W.",Challenger,"60,481","Gore, Albert Jr.",Challenger,Green,"4,625",Challenger,"5,298","87,466",3,11-07-2000,Wyoming,"Notes for the 2000 Presidential Election: Although Gore won the popular vote, Bush won the electoral vote and was elected President. In Indiana, the votes reported by county do not match the certified totals for Nader (18,531) and Other (32,955).",,
322,1996,President,NE,Solid R,R,60.55,39.45,10.52,"363,467","Dole, Robert",Challenger,"236,761","Clinton, Bill",Incumbent,Reform,"71,278",Challenger,"5,909","126,706",5,10-23-1996,Nebraska,,,
323,1996,President,NV,Toss Up,D,49.41,50.59,9.47,"199,244","Dole, Robert",Challenger,"203,974","Clinton, Bill",Incumbent,Reform,"43,986",Challenger,"17,075","4,730",4,10-23-1996,Nevada,,,
324,1996,President,NH,Lean D,D,44.39,55.61,9.69,"196,532","Dole, Robert",Challenger,"246,214","Clinton, Bill",Incumbent,Reform,"48,390",Challenger,"8,039","49,682",4,10-23-1996,New Hampshire,,,
325,1996,President,NJ,Lean D,D,40.03,59.97,8.52,"1,103,078","Dole, Robert",Challenger,"1,652,329","Clinton, Bill",Incumbent,Reform,"262,134",Challenger,"58,266","549,251",15,10-23-1996,New Jersey,,,
326,1996,President,NM,Lean D,D,45.98,54.02,5.8,"232,751","Dole, Robert",Challenger,"273,495","Clinton, Bill",Incumbent,Reform,"32,257",Challenger,"17,571","40,744",5,10-23-1996,New Mexico,,,
327,1996,President,NY,Solid D,D,33.98,66.02,7.97,"1,933,492","Dole, Robert",Challenger,"3,756,177","Clinton, Bill",Incumbent,Reform,"503,458",Challenger,"123,002","1,822,685",33,10-23-1996,New York,,,
328,1996,President,NC,Lean R,R,52.53,47.47,6.68,"1,225,938","Dole, Robert",Challenger,"1,107,849","Clinton, Bill",Incumbent,Reform,"168,059",Challenger,"13,961","118,089",14,10-23-1996,North Carolina,,,
329,1996,President,ND,Lean R,R,53.91,46.09,12.2,"125,050","Dole, Robert",Challenger,"106,905","Clinton, Bill",Incumbent,Reform,"32,515",Challenger,"1,941","18,145",3,10-23-1996,North Dakota,,,
330,1996,President,OH,Lean D,D,46.4,53.6,10.66,"1,859,883","Dole, Robert",Challenger,"2,148,222","Clinton, Bill",Incumbent,Reform,"483,207",Challenger,"43,122","288,339",21,10-23-1996,Ohio,,,
331,1996,President,OK,Likely R,R,54.4,45.6,10.84,"582,315","Dole, Robert",Challenger,"488,105","Clinton, Bill",Incumbent,Reform,"130,788",Challenger,"5,505","94,210",8,10-23-1996,Oklahoma,,,
332,1996,President,OR,Lean D,D,45.31,54.69,8.8,"538,152","Dole, Robert",Challenger,"649,641","Clinton, Bill",Incumbent,Reform,"121,221",Challenger,"68,746","111,489",7,10-23-1996,Oregon,,,
